state,year,crop,yield_bu_acre,avg_temp_f,max_temp_f,min_temp_f,precip_in,drought_index,total_cropland_acres,irrigation_acre_in_per_acre,water_use_acre_in,price_per_bu
TX,2022,wheat,27.42,75.61,94.97,59.97,27.45,2.644,25108564,11.82,15.0,6.2
TX,2023,wheat,12.78,78.26,93.44,62.51,23.97,1.846,24331274,12.61,15.0,6.2
WI,2000,wheat,36.34,66.12,82.51,48.61,32.09,0.828,9173065,3.27,15.0,6.2
WI,2001,wheat,40.62,66.9,81.52,47.7,28.5,1.273,9108743,3.1,15.0,6.2
WI,2002,wheat,38.25,67.53,85.33,47.97,23.35,1.74,9023198,3.0,15.0,6.2
WI,2003,wheat,48.82,63.92,80.63,46.51,29.21,0.721,8936749,3.24,15.0,6.2
WI,2004,wheat,36.65,65.12,81.05,49.05,31.87,1.296,8981013,3.02,15.0,6.2
WI,2005,wheat,42.46,65.5,83.84,49.17,34.79,0.421,9042621,3.0,15.0,6.2
WI,2006,wheat,31.84,66.05,85.01,46.48,31.29,2.393,9046593,2.9,15.0,6.2
WI,2007,wheat,43.85,68.4,88.07,52.04,33.31,0.351,9042175,3.09,15.0,6.2
WI,2008,wheat,42.23,66.31,80.54,48.23,33.27,0.513,9054807,3.07,15.0,6.2
WI,2009,wheat,40.02,67.99,87.1,51.01,34.79,0.624,9045367,3.0,15.0,6.2
WI,2010,wheat,32.9,66.7,82.68,47.43,39.01,0.93,8941183,2.88,15.0,6.2
WI,2011,wheat,46.89,66.62,81.59,47.97,24.55,0.703,9032304,3.02,15.0,6.2
WI,2012,wheat,42.4,64.21,83.35,49.09,25.23,2.387,9169506,2.99,15.0,6.2
WI,2013,wheat,42.21,63.54,82.4,46.65,31.12,0.0,8969169,2.8,15.0,6.2
WI,2014,wheat,44.11,65.1,81.64,48.88,30.78,0.128,9083548,2.78,15.0,6.2
WI,2015,wheat,45.98,67.65,86.68,51.95,33.98,1.334,9033336,3.08,15.0,6.2
WI,2016,wheat,52.23,66.28,83.4,49.49,36.17,0.296,9125349,2.61,15.0,6.2
WI,2017,wheat,41.03,66.56,84.28,52.32,32.57,2.186,9086947,3.03,15.0,6.2
WI,2018,wheat,52.41,64.41,79.24,49.27,25.43,0.17,9264480,2.93,15.0,6.2
WI,2019,wheat,41.75,67.89,84.32,49.04,38.51,0.787,9183085,3.2,15.0,6.2
WI,2020,wheat,50.82,67.62,86.85,49.82,29.21,0.771,9024048,2.93,15.0,6.2
WI,2021,wheat,33.38,67.35,84.56,47.39,40.08,0.731,9212625,3.1,15.0,6.2
WI,2022,wheat,38.78,68.05,87.47,53.78,31.08,1.589,9087454,2.94,15.0,6.2
WI,2023,wheat,47.96,67.3,86.31,52.36,30.68,0.397,9112714,3.02,15.0,6.2
